BarcodeID,TripID,Region,Reach,Date,SampleNumber,RiverMile,DepthTotal,DepthSample,DepthIntegrated,GearID,TimeDay,TimeBegin,TimeElapsed,SuspendedLoad,Collector,FmUse,FiltrationEfficiency,Distance,Velocity,Volume,FlagStrange,FlagDelete,EntererSample,Processor,ProcessDate,ProcessTime,QAQC,Checker,EntererSpecimen,Notes
D02780,UB20150707,UpperBasin,GRFont,07/07/2015,3,1.85,2,1,FALSE,26,Day,13:43:15,296,,,Net,0.9319,302.54,1.02,33.28,FALSE,FALSE,,GarciaPenaD,,0.95,FALSE,,,Times in MDT (Wyoming time).
D02781,UB20150707,UpperBasin,GRFont,07/07/2015,4,2.85,2,1,FALSE,26,Day,14:29:20,300,,,Net,0.8279,204.41,0.68,22.49,FALSE,FALSE,,IngramA,,0.87,FALSE,,,Times in MDT (Wyoming time).
D02782,UB20150707,UpperBasin,GRFont,07/07/2015,5,3.81,2,1,FALSE,26,Day,15:13:55,305,,,Net,0.8377,318.79,1.05,35.07,FALSE,FALSE,,IngramA,,1.77,FALSE,,,Times in MDT (Wyoming time).
D02783,UB20150707,UpperBasin,GRFont,07/07/2015,6,4.96,2,1,FALSE,26,Day,15:43:50,305,,,Net,0.9333,283.23,0.93,31.16,FALSE,FALSE,,EvansM,,4.43,FALSE,,,Times in MDT (Wyoming time).
D02784,UB20150707,UpperBasin,GRFont,07/07/2015,7,5.91,2,1,FALSE,26,Day,16:15:55,300,,,Net,0.8602,190.34,0.63,20.94,FALSE,FALSE,,IngramA,,1.63,FALSE,,,Times in MDT (Wyoming time).
D02785,UB20150707,UpperBasin,GRFont,07/07/2015,8,7.2,2,1,FALSE,26,Day,17:05:50,300,,,Net,0.8264,229.19,0.76,25.21,FALSE,FALSE,,GarciaPenaD,,1.35,FALSE,,,Times in MDT (Wyoming time).
D02786,UB20150707,UpperBasin,GRFont,07/07/2015,9,8.33,2,1,FALSE,26,Day,17:59:35,297,,,Net,0.8849,272.44,0.92,29.97,FALSE,FALSE,,GarciaPenaD,,0.93,FALSE,,,Times in MDT (Wyoming time).
D02787,UB20150707,UpperBasin,GRFont,07/07/2015,10,9.52,2,1,FALSE,26,Day,18:42:10,306,,,Net,0.9967,256.44,0.84,28.21,FALSE,FALSE,,GarciaPenaD,,1.4,FALSE,,,Times in MDT (Wyoming time). End time originally recorded as 18:42:16; assuming it should be 17:47:16 (2016-02-16 JDM).
D02788,UB20150707,UpperBasin,GRFont,07/08/2015,11,10.74,2,1,FALSE,26,Day,09:54:15,300,,,Net,0.9447,191.15,0.64,21.03,FALSE,FALSE,,GarciaPenaD,,1.1,FALSE,,,Times in MDT (Wyoming time).
D02789,UB20150707,UpperBasin,GRFont,07/08/2015,12,11.5,3,1,FALSE,26,Day,10:38:25,305,,,Net,0.7983,94.88,0.31,10.44,TRUE,FALSE,,IngramA,,1.83,FALSE,,,Times in MDT (Wyoming time). Flowmeter readings and therefore low filtration efficiency verified (2017-06-27 JDM).
D02790,UB20150707,UpperBasin,GRFont,07/08/2015,13,12.7,2,1,FALSE,26,Day,11:16:16,300,,,Net,0.9309,252.86,0.84,27.81,FALSE,FALSE,,EvansM,,3.4,FALSE,,,Times in MDT (Wyoming time).
D02791,UB20150707,UpperBasin,GRFont,07/08/2015,14,13.72,2,1,FALSE,26,Day,11:59:50,300,,,Net,0.9555,350.94,1.17,38.6,FALSE,FALSE,,GarciaPenaD,,1.98,FALSE,,,Times in MDT (Wyoming time).
D02792,UB20150707,UpperBasin,GRFont,07/08/2015,15,14.49,2,1,FALSE,26,Day,12:34:45,300,,,Net,0.9422,225.66,0.75,24.82,TRUE,FALSE,,EvansM,,3.53,FALSE,,,Times in MDT (Wyoming time).
D02793,UB20150707,UpperBasin,GRFGD,07/09/2015,1,0.3,2,1,FALSE,26,Day,09:52:30,330,,,Net,1.0309,459.29,1.39,50.52,FALSE,FALSE,,EvansM,,3.52,FALSE,,,
D02794,UB20150707,UpperBasin,GRFGD,07/09/2015,2,1,2,1,FALSE,26,Day,10:52:30,345,,,Net,1.0811,140.55,0.41,15.46,FALSE,FALSE,,GarciaPenaD,,0.25,FALSE,,,
D02795,UB20150707,UpperBasin,GRFGD,07/09/2015,3,1.8,2,1,FALSE,26,Day,11:56:30,300,,,Net,0.9515,256.81,0.86,28.25,FALSE,FALSE,,GarciaPenaD,,0.4,FALSE,,,
D02796,UB20150707,UpperBasin,GRFGD,07/09/2015,4,2.8,2,1,FALSE,26,Day,13:06:45,300,,,Net,1.0757,191.07,0.64,21.02,FALSE,FALSE,,EvansM,,0.85,FALSE,,,
D02797,UB20150707,UpperBasin,GRFGD,07/09/2015,5,3.3,2,1,FALSE,26,Day,13:32:50,300,,,Net,0.9645,290.3,0.97,31.93,FALSE,FALSE,,GarciaPenaD,,0.82,FALSE,,,
D02798,UB20150707,UpperBasin,GRFGD,07/09/2015,6,4.1,2,1,FALSE,26,Day,14:17:45,300,,,Net,0.83,309.11,1.03,34,FALSE,FALSE,,IngramA,,2.52,FALSE,,,
D02799,UB20150707,UpperBasin,GRFGD,07/09/2015,7,5.2,2,1,FALSE,26,Day,14:56:50,300,,,Net,0.6628,277.29,0.92,30.5,TRUE,FALSE,,GarciaPenaD,,2,FALSE,,,Flowmeter readings and therefore low filtration efficiency verified (2017-06-27 JDM).
D02800,UB20150707,UpperBasin,GRFGD,07/09/2015,8,6.3,2,1,FALSE,26,Day,15:53:35,300,,,Net,0.9841,288.91,0.96,31.78,FALSE,FALSE,,QuigleyT,,1.58,FALSE,,,
D02801,UB20150707,UpperBasin,GRFGD,07/09/2015,9,7.3,2,1,FALSE,26,Day,16:28:20,300,,,Net,1.0504,284.82,0.95,31.33,FALSE,FALSE,,QuigleyT,,2.83,FALSE,,,
D02802,UB20150707,UpperBasin,GRFGD,07/10/2015,10,8.27,2,1,FALSE,26,Day,09:17:30,300,,,Net,1.3076,271.04,0.9,29.81,TRUE,FALSE,,QuigleyT,,2.17,FALSE,,,Net flowmeter distance greater than bomb flowmeter distance verified (2017-06-27 JDM).
D02803,UB20150707,UpperBasin,GRFGD,07/10/2015,11,9.04,2,1,FALSE,26,Day,10:00:00,300,,,Net,0.9517,237.42,0.79,26.12,FALSE,FALSE,,GarciaPenaD,,0.6,FALSE,,,
D02804,UB20150707,UpperBasin,GRFGD,07/10/2015,12,9.7,2,1,FALSE,26,Day,10:27:08,300,,,Net,,390.32,1.3,42.94,TRUE,FALSE,,GarciaPenaD,,1.1,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02805,UB20150707,UpperBasin,GRFGD,07/10/2015,13,11.2,2,1,FALSE,26,Day,11:30:45,300,,,Net,,282.72,0.94,31.1,TRUE,FALSE,,GarciaPenaD,,0.37,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02806,UB20150707,UpperBasin,GRFGD,07/10/2015,14,12.05,2,1,FALSE,26,Day,12:00:30,300,,,Net,,165.76,0.55,18.23,TRUE,FALSE,,GarciaPenaD,,0.97,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02807,UB20150707,UpperBasin,GRFGD,07/10/2015,15,12.9,2,1,FALSE,26,Day,12:32:15,240,,,Net,,153.25,0.64,16.86,TRUE,FALSE,,GarciaPenaD,,1.45,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02808,UB20150707,UpperBasin,GRFGD,07/10/2015,16,14.25,2,1,FALSE,26,Day,13:52:50,240,,,Net,,281.1,1.17,30.92,TRUE,FALSE,,GarciaPenaD,,1.47,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02809,UB20150707,UpperBasin,GRFGD,07/10/2015,17,15.6,2,1,FALSE,26,Day,14:25:35,245,,,Net,,218.83,0.89,24.07,TRUE,FALSE,,EvansM,,2,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02810,UB20150707,UpperBasin,GunnCrystal,07/11/2015,1,0.5,2,1,FALSE,26,Day,13:24:55,300,,,Net,,303.49,1.01,33.38,TRUE,FALSE,,IngramA,,0.42,FALSE,,,"Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though. No depths entered initially, but assumed they were pretty close to what I've filled in here based on memory and on adjacent"
D02811,UB20150707,UpperBasin,GunnCrystal,07/11/2015,2,0.5,2,1,FALSE,26,Day,13:35:40,300,,,Net,,311.66,1.04,34.28,TRUE,FALSE,,GarciaPenaD,,0.38,FALSE,,,"Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though. No depths entered initially, but assumed they were pretty close to what I've filled in here based on memory and on adjacent"
D02812,UB20150707,UpperBasin,GunnCrystal,07/11/2015,3,0.5,2,1,FALSE,26,Day,13:47:10,300,,,Net,,239.54,0.8,26.35,TRUE,FALSE,,IngramA,,0.32,FALSE,,,"Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though. No depths entered initially, but assumed they were pretty close to what I've filled in here based on memory and on adjacent"
D02813,UB20150707,UpperBasin,SJNavajo,07/12/2015,1,7.45,2,1,FALSE,26,Day,09:35:40,300,,,Net,,309.08,1.03,34,TRUE,FALSE,,IngramA,,2.3,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02814,UB20150707,UpperBasin,SJNavajo,07/12/2015,2,8.6,2,1,FALSE,26,Day,10:43:50,300,,,Net,,120.24,0.4,13.23,TRUE,FALSE,,GarciaPenaD,,1.2,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02815,UB20150707,UpperBasin,SJNavajo,07/12/2015,3,9.75,2,1,FALSE,26,Day,11:34:15,300,,,Net,,164.98,0.55,18.15,TRUE,FALSE,,EvansM,,1.43,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02816,UB20150707,UpperBasin,SJNavajo,07/12/2015,4,10.6,2,1,FALSE,26,Day,12:20:50,300,,,Net,,207.1,0.69,22.78,TRUE,FALSE,,GarciaPenaD,,0.72,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02817,UB20150707,UpperBasin,SJNavajo,07/12/2015,5,11.6,2,1,FALSE,26,Day,13:39:55,300,,,Net,,159.17,0.53,17.51,TRUE,FALSE,,IngramA,,2.35,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02818,UB20150707,UpperBasin,SJNavajo,07/12/2015,6,12.55,2,1,FALSE,26,Day,14:18:25,300,,,Net,,253.18,0.84,27.85,TRUE,FALSE,,GarciaPenaD,,0.57,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02819,UB20150707,UpperBasin,SJNavajo,07/12/2015,7,13.46,2,1,FALSE,26,Day,14:48:00,300,,,Net,,223.86,0.75,24.62,TRUE,FALSE,,EvansM,,2.43,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02820,UB20150707,UpperBasin,SJNavajo,07/12/2015,8,14.4,2,1,FALSE,26,Day,15:21:40,240,,,Net,,218.08,0.91,23.99,TRUE,FALSE,,GarciaPenaD,,1.73,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02821,UB20150707,UpperBasin,SJNavajo,07/13/2015,9,0.7,2,1,FALSE,26,Day,10:13:20,360,,,Net,,150.45,0.42,16.55,TRUE,FALSE,,GarciaPenaD,,0.45,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02822,UB20150707,UpperBasin,SJNavajo,07/13/2015,10,1.1,2,1,FALSE,26,Day,10:54:50,300,,,Net,,205.22,0.68,22.57,TRUE,FALSE,,EvansM,,5.38,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02823,UB20150707,UpperBasin,SJNavajo,07/13/2015,11,2,2,1,FALSE,26,Day,11:36:00,300,,,Net,,291.81,0.97,32.1,TRUE,FALSE,,IngramA,,1.95,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02824,UB20150707,UpperBasin,SJNavajo,07/13/2015,12,3.3,2,1,FALSE,26,Day,12:35:00,300,,,Net,,306.15,1.02,33.68,TRUE,FALSE,,EvansM,,4.18,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02825,UB20150707,UpperBasin,SJNavajo,07/13/2015,13,4.16,2,1,FALSE,26,Day,13:44:15,240,,,Net,,228.46,0.95,25.13,TRUE,FALSE,,GarciaPenaD,,2.17,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02826,UB20150707,UpperBasin,SJNavajo,07/13/2015,14,5.25,2,1,FALSE,26,Day,14:43:00,300,,,Net,,243.1,0.81,26.74,TRUE,FALSE,,IngramA,,2.03,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02827,UB20150707,UpperBasin,SJNavajo,07/13/2015,15,6.18,2,1,FALSE,26,Day,15:22:40,300,,,Net,,138.7,0.46,15.26,TRUE,FALSE,,GarciaPenaD,,1.08,FALSE,,,Lost hammer on barcode D02803 so no ambient (bomb) flowmeter readings for these remaining samples. Nets not clogging anyway though.
D02828,LB20150720,LowerBasin,CRParker,07/20/2015,1,0.25,23,,TRUE,4,Day,15:18:30,630,,,Net,0.7788,185.26,0.29,37.55,TRUE,FALSE,,GarciaPenaD,,0.23,FALSE,,,"Initial 5 min sample was too light; combined with another 5 min sample to make a single 10 min sample. EPT ID'd by MED on 4/21/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02829,LB20150720,LowerBasin,CRParker,07/20/2015,2,0.95,16,,TRUE,4,Day,15:48:40,483,,,Net,0.8435,219.5,0.45,44.49,FALSE,FALSE,,GarciaPenaD,,0.45,FALSE,,,"EPT ID'd by MED on 4/21/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02830,LB20150720,LowerBasin,CRParker,07/20/2015,3,2.1,11,,TRUE,4,Day,16:08:40,478,,,Net,0.9485,415.98,0.87,84.32,FALSE,FALSE,,IngramA,,1.03,FALSE,,,"EPT ID'd by MED on 4/21/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02831,LB20150720,LowerBasin,CRParker,07/20/2015,4,3.1,11,,TRUE,4,Day,16:25:45,485,,,Net,0.959,333.13,0.69,67.53,FALSE,FALSE,,GarciaPenaD,,0.47,FALSE,,,
D02832,LB20150720,LowerBasin,CRParker,07/20/2015,5,4.1,32,,TRUE,4,Day,16:48:20,480,,,Net,0.9541,278.12,0.58,56.37,FALSE,FALSE,,IngramA,,0.6,FALSE,,,"EPT ID'd by MED on 4/21/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02833,LB20150720,LowerBasin,CRParker,07/20/2015,6,5,18,,TRUE,4,Day,17:05:30,485,,,Net,1.0251,156.8,0.32,31.78,FALSE,FALSE,,GarciaPenaD,,0.35,FALSE,,,"EPT ID'd by MED on 4/21/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02834,LB20150720,LowerBasin,CRParker,07/20/2015,7,6,25,,TRUE,4,Day,17:24:25,485,,,Net,0.989,352.98,0.73,71.55,FALSE,FALSE,,GarciaPenaD,,0.55,FALSE,,,"EPT ID'd by MED on 4/21/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02835,LB20150720,LowerBasin,CRParker,07/20/2015,8,7.1,13,,TRUE,4,Day,17:41:20,488,,,Net,0.8836,322.96,0.66,65.46,FALSE,FALSE,,IngramA,,1.38,FALSE,,,"EPT ID'd by MED on 4/21/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02836,LB20150720,LowerBasin,CRParker,07/20/2015,9,8,12,,TRUE,4,Day,17:59:30,480,,,Net,0.9433,306.88,0.64,62.2,FALSE,FALSE,,IngramA,,0.3,FALSE,,,"EPT ID'd by MED on 4/21/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02837,LB20150720,LowerBasin,CRParker,07/20/2015,10,9.5,13,,TRUE,4,Day,18:18:15,500,,,Net,0.8902,304.1,0.61,61.64,FALSE,FALSE,,IngramA,,0.28,FALSE,,,"EPT ID'd by MED on 4/21/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02838,LB20150720,LowerBasin,CRParker,07/20/2015,11,10.8,21,,TRUE,4,Day,18:36:50,505,,,Net,0.9039,301.33,0.6,61.08,FALSE,FALSE,,GarciaPenaD,,0.73,FALSE,,,"EPT ID'd by MED on 4/19/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02839,LB20150720,LowerBasin,CRParker,07/20/2015,12,12.9,14,,TRUE,4,Day,18:57:15,500,,,Net,0.8947,319.01,0.64,64.66,FALSE,FALSE,,IngramA,,1.02,FALSE,,,
D02840,LB20150720,LowerBasin,CRDavis,07/22/2015,1,0.2,12,,TRUE,4,Day,12:55:45,305,,,Net,0.8823,245.95,0.81,49.85,FALSE,FALSE,,IngramA,,0.4,FALSE,,,"EPT ID'd by MED on 4/18/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02841,LB20150720,LowerBasin,CRDavis,07/22/2015,2,1,15,,TRUE,4,Day,13:17:50,330,,,Net,0.8886,374.31,1.13,75.87,FALSE,FALSE,,GarciaPenaD,,0.25,FALSE,,,
D02842,LB20150720,LowerBasin,CRDavis,07/22/2015,3,2,7,,TRUE,4,Day,13:33:30,310,,,Net,0.8633,404.74,1.31,82.04,FALSE,FALSE,,GarciaPenaD,,0.95,FALSE,,,
D02843,LB20150720,LowerBasin,CRDavis,07/22/2015,4,3,11,,TRUE,4,Day,13:48:20,290,,,Net,0.8622,390.32,1.35,79.12,FALSE,FALSE,,GarciaPenaD,,0.95,FALSE,,,"EPT ID'd by MED on 4/18/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02844,LB20150720,LowerBasin,CRDavis,07/22/2015,5,4,14,,TRUE,4,Day,14:07:20,240,,,Net,0.8814,198.44,0.83,40.22,FALSE,FALSE,,GarciaPenaD,,1.33,FALSE,,,"EPT ID'd by MED on 4/18/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02845,LB20150720,LowerBasin,CRDavis,07/22/2015,6,5,8,,TRUE,4,Day,14:20:40,300,,,Net,0.8575,303.27,1.01,61.47,FALSE,FALSE,,EvansM,,8.15,FALSE,,,"EPT ID'd by MED on 4/15/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02846,LB20150720,LowerBasin,CRDavis,07/22/2015,7,5.9,10,,TRUE,4,Day,14:36:15,185,,,Net,0.8638,252.91,1.37,51.26,FALSE,FALSE,,GarciaPenaD,,2.6,FALSE,,,"EPT ID'd by MED on 4/15/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02847,LB20150720,LowerBasin,CRDavis,07/22/2015,8,7.7,11.5,,TRUE,4,Day,15:10:10,240,,,Net,0.8981,194.86,0.81,39.5,FALSE,FALSE,,GarciaPenaD,,1.17,FALSE,,,"EPT ID'd by MED on 4/18/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02848,LB20150720,LowerBasin,CRDavis,07/22/2015,9,9.1,12,,TRUE,4,Day,15:27:00,185,,,Net,0.9512,335.25,1.81,67.96,FALSE,FALSE,,GarciaPenaD,,2.17,FALSE,,,"EPT ID'd by MED on 4/18/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02849,LB20150720,LowerBasin,CRDavis,07/22/2015,10,10.35,9,,TRUE,4,Day,15:40:45,185,,,Net,0.9559,301.12,1.63,61.04,FALSE,FALSE,,GarciaPenaD,,2.57,FALSE,,,"EPT ID'd by MED on 4/15/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02850,LB20150720,LowerBasin,CRDavis,07/22/2015,11,12.1,14,,TRUE,4,Day,15:57:30,235,,,Net,0.9687,470.7,2,95.41,FALSE,FALSE,,GarciaPenaD,,3.55,FALSE,,,"EPT ID'd by MED on 4/15/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02851,LB20150720,LowerBasin,CRDavis,07/22/2015,12,13.5,17,8,FALSE,4,Day,16:15:00,185,,,Net,0.908,204.55,1.11,41.46,FALSE,FALSE,,IngramA,,3.28,FALSE,,,"EPT ID'd by MED on 4/18/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02852,LB20150720,LowerBasin,CRDavis,07/22/2015,13,15,16,,TRUE,4,Day,16:29:30,180,,,Net,1.0252,276.42,1.54,56.03,FALSE,FALSE,,QuigleyT,,9,FALSE,,,"EPT ID'd by MED on 4/15/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02853,LB20150720,LowerBasin,CRHoover,07/23/2015,1,0.9,42,,TRUE,4,Day,16:42:20,310,,,Net,0.867,271.15,0.87,54.96,FALSE,FALSE,,IngramA,,0.78,FALSE,,,
D02854,LB20150720,LowerBasin,CRHoover,07/23/2015,2,2.1,36,,TRUE,4,Day,17:03:45,300,,,Net,0.8412,344.67,1.15,69.86,FALSE,FALSE,,GarciaPenaD,,0.62,FALSE,,,"EPT ID'd by MED on 4/15/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02855,LB20150720,LowerBasin,CRHoover,07/23/2015,3,3.4,24,,TRUE,4,Day,17:20:30,305,,,Net,0.8657,270.48,0.89,54.83,FALSE,FALSE,,GarciaPenaD,,0.45,FALSE,,,
D02856,LB20150720,LowerBasin,CRHoover,07/23/2015,4,4.4,37,,TRUE,4,Day,17:40:45,300,,,Net,0.8729,266.04,0.89,53.93,FALSE,FALSE,,GarciaPenaD,,0.77,FALSE,,,"EPT ID'd by MED on 4/15/2016. EPT counts are all included in the 1 mm sieve portion, but may actually have been in either sieve portion."
D02857,LB20150720,LowerBasin,CRHoover,07/23/2015,5,5.5,38,,TRUE,4,Day,17:57:30,300,,,Net,0.8651,212.73,0.71,43.12,FALSE,FALSE,,IngramA,,0.37,FALSE,,,
D02858,LB20150720,LowerBasin,CRHoover,07/23/2015,6,6.4,30,,TRUE,4,Day,18:24:04,294,,,Net,0.7968,225.74,0.77,45.76,TRUE,FALSE,,GarciaPenaD,,0.45,FALSE,,,Flowmeter readings and therefore low filtration efficiency verified (2017-06-27 JDM).
D02859,LB20150720,LowerBasin,CRHoover,07/23/2015,7,7.5,35,,TRUE,4,Day,18:50:45,315,,,Net,0.8928,286.73,0.91,58.12,FALSE,FALSE,,GarciaPenaD,,0.6,FALSE,,,
D02860,LF20150730,GrandCanyon,CRLeesFerry,07/30/2015,1,0,25,,TRUE,4,Day,15:44:35,345,,,Net,0.8625,291.92,0.85,59.17,FALSE,FALSE,,QuigleyT,,3.82,FALSE,,,
D02861,LF20150730,GrandCanyon,CRLeesFerry,07/30/2015,2,-0.2,21,,TRUE,4,Day,16:02:40,304,,,Net,0.8522,204.14,0.67,41.38,FALSE,FALSE,,QuigleyT,,4.38,FALSE,,,
D02862,LF20150730,GrandCanyon,CRLeesFerry,07/30/2015,3,-2.1,16,7,FALSE,4,Day,16:22:50,235,,,Net,0.8631,340.15,1.45,68.95,FALSE,FALSE,,GarciaPenaD,,2.02,FALSE,,,
D02863,LF20150730,GrandCanyon,CRLeesFerry,07/30/2015,4,-3.5,16.5,,TRUE,4,Day,16:38:35,298,,,Net,0.911,300.69,1.01,60.95,FALSE,FALSE,,QuigleyT,,3.63,FALSE,,,
D02864,LF20150730,GrandCanyon,CRLeesFerry,07/30/2015,5,-4.9,23,,TRUE,4,Day,16:55:50,310,,,Net,0.9106,284.82,0.92,57.73,FALSE,FALSE,,GarciaPenaD,,1.72,FALSE,,,
D02865,LF20150730,GrandCanyon,CRLeesFerry,07/30/2015,6,-8,33,21,FALSE,4,Day,17:26:20,160,,,Net,0.9254,182.73,1.14,37.04,FALSE,FALSE,,IngramA,,1.25,FALSE,,,
D02866,LF20150730,GrandCanyon,CRLeesFerry,07/30/2015,7,-11,17,,TRUE,4,Day,17:42:40,306,,,Net,1.0313,302.87,0.99,61.39,FALSE,FALSE,,IngramA,,1.35,FALSE,,,
D02867,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,1,0,24,,TRUE,4,Day,15:20:00,307,,,Net,0.8665,230.48,0.75,46.72,FALSE,FALSE,,GarciaPenaD,,1.03,FALSE,,,
D02868,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,2,-1,16.5,,TRUE,4,Day,15:40:55,241,,,Net,0.8857,155.78,0.65,31.58,FALSE,FALSE,,QuigleyT,,2.42,FALSE,,,
D02869,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,3,-2.1,15.5,,TRUE,4,Day,16:03:53,166,,,Net,0.9233,281.05,1.69,56.97,FALSE,FALSE,,QuigleyT,,2.37,FALSE,,,
D02870,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,4,-3.4,14,,TRUE,4,Day,16:19:23,155,,,Net,0.9218,159.54,1.03,32.34,FALSE,FALSE,,QuigleyT,,1.67,FALSE,,,
D02871,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,5,-4,9.5,,TRUE,4,Day,16:37:00,183,,,Net,0.9449,185.1,1.01,37.52,FALSE,FALSE,,QuigleyT,,2.32,FALSE,,,
D02872,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,6,-4.9,21,,TRUE,4,Day,16:51:36,198,,,Net,0.8852,214.15,1.08,43.41,FALSE,FALSE,,QuigleyT,,1.12,FALSE,,,
D02873,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,7,-6,18.5,,TRUE,4,Day,17:07:49,182,,,Net,0.8971,127.08,0.7,25.76,FALSE,FALSE,,IngramA,,1.53,FALSE,,,
D02874,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,8,-7.2,40,,TRUE,4,Day,17:25:55,149,,,Net,0.8382,201.02,1.35,40.75,FALSE,FALSE,,IngramA,,2.58,FALSE,,,Fast water. Choose a site further downstream next time.
D02875,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,9,-8,32.5,,TRUE,4,Day,17:45:08,158,,,Net,0.9001,236.99,1.5,48.04,FALSE,FALSE,,QuigleyT,,1.5,FALSE,,,
D02876,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,10,-8.9,13,,TRUE,4,Day,18:02:05,183,,,Net,0.8969,302.06,1.65,61.23,FALSE,FALSE,,,,0,FALSE,,,
D02877,LF20150811,GrandCanyon,CRLeesFerry,08/11/2015,11,-10,16,,TRUE,4,Day,18:18:48,194,,,Net,0.9155,216.87,1.12,43.96,FALSE,FALSE,,QuigleyT,,1.28,FALSE,,,Top right of Duck Island.
